Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
2.16667e+00,2.13211e+00,4.76667e-02,6.27604e-02,2.50971e-03
2.22475e+00,5.92464e-01,1.86167e-02,4.94155e-02,1.09438e-03
2.28283e+00,3.97800e+00,7.93833e-02,1.25390e-01,1.64124e-03
2.34091e+00,5.28244e+00,1.05167e-01,1.63200e-01,1.47196e-03
2.39899e+00,3.45245e+00,5.86833e-02,8.26989e-02,6.58070e-03
2.45707e+00,2.30743e+00,5.18500e-02,5.52715e-02,9.17992e-03
2.51515e+00,1.31543e+00,2.36667e-02,1.36481e-01,1.57692e-03
2.57323e+00,4.57278e-01,1.06333e-02,7.47535e-02,3.07679e-04
2.63131e+00,5.90935e-01,1.57167e-02,1.86268e-02,5.87934e-04
2.68939e+00,1.47430e+00,2.20833e-02,1.32483e-01,4.70815e-04
2.74747e+00,2.78757e+00,4.33333e-02,3.60000e-01,8.31064e-04
2.80556e+00,4.72091e+00,6.49667e-02,2.69304e-01,2.04613e-03
2.86364e+00,7.19942e+00,1.40500e-01,9.50147e-16,1.37840e-03
2.92172e+00,7.03887e+00,1.40500e-01,1.68608e-01,1.37840e-03
2.97980e+00,7.54414e+00,1.46000e-01,9.50147e-16,1.78885e-03
3.03788e+00,8.19497e+00,1.61833e-01,0.00000e+00,1.60208e-03
3.09596e+00,8.16892e+00,1.38667e-01,2.57491e-01,6.50128e-03
3.15404e+00,7.70897e+00,1.24500e-01,5.84260e-01,3.39116e-03
3.21212e+00,6.17111e+00,8.91500e-02,2.09798e+00,8.80562e-03
3.27020e+00,9.27453e+00,1.73333e-01,2.13796e-01,2.58199e-03
3.32828e+00,6.99805e+00,1.04000e-01,2.20584e-01,1.67332e-03
3.38636e+00,9.94267e+00,2.06333e-01,2.38161e-01,7.42069e-03
3.44444e+00,7.50075e+00,1.54333e-01,1.72907e-01,2.58199e-03
3.50253e+00,3.74631e+00,8.19000e-02,1.12412e-01,1.68879e-03
3.56061e+00,7.37689e-01,2.70833e-02,2.17145e-02,3.12517e-04
3.61869e+00,2.89724e+00,6.84500e-02,4.75074e-16,9.89444e-04
3.67677e+00,3.96207e+00,8.30000e-02,0.00000e+00,6.55317e-03
3.73485e+00,4.30626e+00,9.05333e-02,1.56821e-01,7.50458e-03
3.79293e+00,5.88569e+00,1.59167e-01,9.50147e-16,8.28050e-03
3.85101e+00,3.54393e+00,8.11000e-02,0.00000e+00,7.53658e-04
3.90909e+00,3.80007e+00,8.69167e-02,8.75991e-02,6.04704e-04
3.96717e+00,2.41522e+00,6.15167e-02,1.45806e-01,1.61421e-03
4.02525e+00,2.45036e+00,6.38167e-02,7.35252e-02,1.22216e-03
4.08333e+00,2.01769e+00,6.38833e-02,6.05425e-02,1.20899e-03
4.14141e+00,3.08437e+00,8.15667e-02,7.11001e-02,9.54289e-04
4.19949e+00,2.62904e+00,7.75167e-02,0.00000e+00,1.24967e-03
4.25758e+00,1.74451e+00,6.54333e-02,2.37537e-16,7.52773e-04
4.31566e+00,2.30136e+00,7.52000e-02,0.00000e+00,1.30231e-03
4.37374e+00,3.30977e+00,9.70000e-02,4.75074e-16,1.70646e-03
4.43182e+00,4.64828e+00,1.28833e-01,1.07152e-01,1.69165e-02
4.48990e+00,4.12790e+00,1.09167e-01,9.51557e-02,1.16905e-03
4.54798e+00,3.12160e+00,9.25167e-02,7.47743e-02,1.16347e-03
4.60606e+00,3.17869e+00,8.75500e-02,9.35677e-02,1.23248e-03
4.66414e+00,1.99574e+00,6.62833e-02,4.60059e-02,5.70672e-04
4.72222e+00,3.15853e+00,8.62833e-02,0.00000e+00,6.17792e-04
4.78030e+00,3.17489e+00,8.82833e-02,9.52656e-02,7.16705e-04
4.83838e+00,2.93640e+00,8.97833e-02,7.03379e-02,1.44971e-03
4.89646e+00,3.55374e+00,9.84833e-02,1.04607e-01,5.81091e-04
4.95455e+00,4.08417e+00,1.10000e-01,1.22549e-01,2.36643e-03
5.01263e+00,2.61429e+00,8.60000e-02,7.84439e-02,7.15542e-04
5.07071e+00,1.65721e+00,6.45000e-02,3.96960e-02,9.87927e-04
5.12879e+00,1.96524e+00,6.90000e-02,6.19463e-02,9.50789e-04
5.18687e+00,2.22804e+00,7.55500e-02,0.00000e+00,1.15369e-03
5.24495e+00,1.80042e+00,6.60333e-02,5.29964e-02,5.98888e-04
5.30303e+00,5.26659e-01,4.31833e-02,1.60058e-02,7.93515e-04
5.36111e+00,8.67314e-01,5.48167e-01,1.04630e-01,8.75024e-03
5.41919e+00,1.16869e+00,5.57667e-01,1.80439e-01,7.99166e-03
5.47727e+00,2.45989e+00,5.99667e-01,2.50028e-01,8.71015e-03
5.53535e+00,1.90355e+00,6.05833e-01,2.20883e-01,8.20772e-03
5.59343e+00,2.62423e+00,6.15333e-01,2.19611e-01,6.80196e-03
5.65152e+00,2.47541e+00,6.21167e-01,1.16279e-01,6.01387e-03
5.70960e+00,3.69491e+00,6.43167e-01,1.02560e+00,9.41099e-03
5.76768e+00,2.80389e+00,6.30833e-01,1.95690e-01,5.91326e-03
5.82576e+00,3.49860e+00,6.63167e-01,2.11210e-01,1.39774e-02
5.88384e+00,2.85624e+00,6.74833e-01,2.19508e-01,6.76511e-03
5.94192e+00,2.03688e+00,6.64333e-01,2.93215e-01,8.35863e-03
6.00000e+00,1.55940e+00,6.88167e-01,2.30441e-01,1.00083e-02
