Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
2.68939e+00,9.10278e-02,5.63667e-03,9.07100e-03,8.28654e-05
2.74747e+00,1.41586e-01,6.17333e-03,1.49485e-02,5.78504e-05
2.80556e+00,8.94913e-02,5.63833e-03,5.80775e-03,1.01275e-04
2.86364e+00,8.61470e-02,7.07167e-03,3.71606e-03,9.10860e-05
2.92172e+00,3.47199e-02,6.34167e-03,6.41744e-03,1.59551e-04
2.97980e+00,8.04110e-02,6.87500e-03,1.92613e-03,9.09395e-05
3.03788e+00,3.26674e-02,6.30000e-03,3.49867e-03,8.43801e-05
3.09596e+00,5.14433e-02,5.75833e-03,3.66603e-03,4.53505e-05
3.15404e+00,1.45773e-02,5.10500e-03,2.18227e-03,4.46094e-05
3.21212e+00,3.35039e-02,5.73333e-03,4.75791e-03,2.58199e-05
3.27020e+00,3.94224e-02,5.45333e-03,2.80699e-03,1.21929e-04
3.32828e+00,1.82928e-02,4.83833e-03,2.20757e-03,8.42417e-05
3.38636e+00,1.41308e-01,1.85667e-02,4.24004e-03,1.96638e-04
3.44444e+00,5.45848e-02,1.73167e-02,4.34707e-03,1.60208e-04
3.50253e+00,3.18918e-02,1.59667e-02,3.93168e-03,2.94392e-04
3.56061e+00,8.99478e-02,1.62833e-02,3.88002e-03,1.47196e-04
3.61869e+00,6.11816e-02,1.49167e-02,4.97990e-03,1.72240e-04
3.67677e+00,3.67777e-02,1.33167e-02,4.37321e-03,2.04124e-04
3.73485e+00,2.84734e-02,1.27000e-02,2.43962e-03,1.89737e-04
3.79293e+00,4.32321e-02,2.37167e-02,1.33381e-02,2.94035e-03
3.85101e+00,3.64765e-02,1.38667e-02,3.35854e-03,2.06559e-04
3.90909e+00,3.54485e-02,1.52000e-02,2.07993e-03,1.41421e-04
3.96717e+00,5.75733e-02,1.70333e-02,9.04747e-03,1.75119e-04
4.02525e+00,6.21656e-02,1.89667e-02,6.39438e-03,2.16025e-04
4.08333e+00,9.03422e-02,2.88833e-02,1.10133e-02,1.50388e-03
4.14141e+00,6.63938e-02,2.63333e-02,5.55624e-03,2.16025e-04
4.19949e+00,6.59833e-02,3.15000e-02,5.37073e-03,1.78885e-04
4.25758e+00,1.01523e-01,3.66333e-02,1.47591e-02,5.92171e-04
4.31566e+00,1.40793e-01,3.34167e-02,8.49967e-03,3.43026e-04
4.37374e+00,9.14134e-02,3.49167e-02,7.08369e-03,3.48807e-04
4.43182e+00,9.03422e-02,3.49333e-02,1.10133e-02,1.83485e-03
4.48990e+00,1.56212e-01,3.33500e-02,8.03964e-03,3.33167e-04
4.54798e+00,2.20199e-01,3.63000e-02,5.27457e-03,1.15931e-03
4.60606e+00,2.64111e-01,3.20167e-02,1.30334e-02,7.67898e-04
4.66414e+00,3.64002e-01,3.66833e-02,1.09221e-02,2.71416e-04
4.72222e+00,4.04033e-01,3.70000e-02,1.21234e-02,4.00000e-04
4.78030e+00,2.99319e-01,3.91833e-02,2.38375e-02,2.48328e-04
4.83838e+00,2.39227e-01,4.30333e-02,7.04181e-03,2.42212e-04
4.89646e+00,2.17416e-01,4.17000e-02,1.48459e-02,9.71597e-04
4.95455e+00,2.06161e-01,4.24000e-02,1.24459e-02,4.09878e-04
5.01263e+00,2.21542e-01,4.39500e-02,1.33745e-02,8.36660e-05
5.07071e+00,1.82905e-01,3.77333e-02,6.66087e-03,3.72380e-04
5.12879e+00,2.43411e-01,3.78167e-02,1.12854e-02,5.34478e-04
5.18687e+00,2.58899e-01,3.67500e-02,1.50681e-02,3.61939e-04
5.24495e+00,4.75607e-01,3.68667e-02,1.39999e-02,5.81951e-04
5.30303e+00,5.83891e-01,3.94667e-02,1.84367e-02,7.31209e-04
5.36111e+00,7.94806e-01,4.50167e-01,1.18776e-01,3.92003e-03
5.41919e+00,1.04630e+00,5.24833e-01,1.47952e-01,5.74166e-03
5.47727e+00,7.70783e-01,4.99500e-01,1.05681e-01,5.82237e-03
5.53535e+00,1.01177e+00,5.55167e-01,9.21672e-02,6.08002e-03
5.59343e+00,1.04202e+00,5.62833e-01,9.85440e-02,3.86868e-03
5.65152e+00,1.16514e+00,5.95833e-01,2.46152e-01,8.93122e-03
5.70960e+00,9.35397e-01,6.09833e-01,7.61367e-02,5.41910e-03
5.76768e+00,1.04268e+00,6.33500e-01,1.08513e-01,1.02713e-02
5.82576e+00,1.08661e+00,6.49167e-01,1.47746e-01,6.30608e-03
5.88384e+00,1.08762e+00,6.88833e-01,1.71988e-01,1.06474e-02
5.94192e+00,1.16675e+00,7.30667e-01,7.96693e-02,1.07641e-02
6.00000e+00,1.29885e+00,7.18167e-01,3.26440e-01,9.43221e-03
