Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
2.87025e+00,3.51144e+00,6.66667e-02,1.06442e-01,2.16117e-03
2.94304e+00,2.42040e+00,3.20333e-02,2.22857e-01,1.61080e-03
3.01582e+00,1.38868e+00,2.15500e-02,6.77966e-02,7.96869e-04
3.08861e+00,2.88128e+00,3.70833e-02,2.73669e-01,2.40866e-03
3.16139e+00,3.24573e+00,3.88167e-02,2.36037e-01,9.08662e-04
3.23418e+00,5.56518e+00,8.34167e-02,1.66988e-01,1.03066e-02
3.30696e+00,3.46323e+00,3.90167e-02,2.58397e-01,1.53677e-03
3.37975e+00,5.22679e+00,1.03333e-01,0.00000e+00,1.21106e-03
3.45253e+00,3.58437e+00,7.45833e-02,1.30532e-01,1.51184e-03
3.52532e+00,2.02262e+00,4.79333e-02,6.37549e-02,6.62319e-04
3.59810e+00,3.71516e+00,7.67833e-02,1.17105e-01,1.77022e-03
3.67089e+00,5.94382e+00,1.13833e-01,1.42376e-01,3.31160e-03
3.74367e+00,4.06761e+00,8.40500e-02,2.09345e-01,1.39821e-03
3.81646e+00,9.31250e-01,4.52000e-02,8.00639e-02,3.47218e-03
3.88924e+00,4.37500e+00,9.20000e-02,9.46638e-02,1.53753e-03
3.96203e+00,3.81888e+00,8.49167e-02,1.12412e-01,8.30462e-04
4.03481e+00,3.41869e+00,8.12667e-02,4.75074e-16,1.54747e-03
4.10759e+00,3.20164e+00,1.06550e-01,9.42426e-02,1.24245e-02
4.18038e+00,2.15142e+00,6.21333e-02,6.56377e-02,2.58276e-03
4.25316e+00,1.70679e+00,5.86667e-02,8.12865e-02,1.23720e-03
4.32595e+00,1.61428e+00,5.39000e-02,4.84381e-02,3.28634e-04
4.39873e+00,2.56118e+00,1.22667e-01,6.13499e-02,1.96943e-02
4.47152e+00,2.72535e+00,7.49500e-02,4.75074e-16,1.61090e-03
4.54430e+00,1.93636e+00,6.39333e-02,0.00000e+00,7.22957e-04
4.61709e+00,2.70967e+00,7.80333e-02,6.24628e-02,2.04809e-03
4.68987e+00,2.53680e+00,7.58833e-02,1.48845e-01,1.71629e-03
4.76266e+00,3.09922e+00,8.63500e-02,7.42383e-02,5.57674e-04
4.83544e+00,2.65373e+00,8.31833e-02,1.98000e-01,2.50553e-03
4.90823e+00,2.16482e+00,7.28167e-02,0.00000e+00,7.98540e-04
4.98101e+00,2.24733e+00,7.69167e-02,5.18055e-02,1.44002e-03
5.05380e+00,2.76218e+00,8.10000e-02,6.61648e-02,1.24740e-03
5.12658e+00,1.94045e+00,6.69000e-02,8.99662e-02,1.08074e-03
5.19937e+00,1.16496e+00,5.24833e-02,3.42914e-02,9.43221e-04
5.27215e+00,1.38270e+00,5.47000e-02,3.18740e-02,8.78635e-04
5.34494e+00,1.04383e+00,3.44167e-01,1.10955e-01,6.08002e-03
5.41772e+00,1.11474e+00,4.58833e-01,2.17903e-01,4.30891e-03
5.49051e+00,1.13492e+00,4.84167e-01,1.17970e-01,4.95648e-03
5.56329e+00,1.22434e+00,5.15667e-01,5.67645e-02,6.47045e-03
5.63608e+00,1.07297e+00,4.99167e-01,2.71660e-01,4.44597e-03
5.70886e+00,1.00171e+00,5.13000e-01,9.90402e-02,5.65685e-03
5.78165e+00,1.23126e+00,5.67667e-01,4.48389e-02,5.12510e-03
5.85443e+00,1.36167e+00,5.54333e-01,1.09512e-01,9.91295e-03
5.92722e+00,1.03759e+00,5.88833e-01,4.81067e-02,1.02062e-02
6.00000e+00,1.06490e+00,6.20500e-01,1.43729e-01,8.11788e-03
