Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
2.83333e+00,5.33569e-01,1.26667e-02,1.27809e-02,2.50333e-04
2.91667e+00,2.87081e-01,9.39167e-03,2.10677e-01,3.87967e-03
3.00000e+00,5.79783e-01,1.22333e-02,2.77202e-01,3.22097e-03
3.08333e+00,5.53161e-01,1.23333e-02,6.02420e-02,5.31664e-04
3.16667e+00,4.90258e-01,1.15983e-02,5.04281e-02,9.81028e-04
3.25000e+00,5.62712e-01,1.54000e-02,1.58513e-01,2.76405e-03
3.33333e+00,5.09865e-01,1.16000e-02,5.09847e-02,6.75278e-04
3.41667e+00,6.46822e-01,2.46500e-02,5.61576e-02,1.16233e-03
3.50000e+00,1.29415e+00,3.63833e-02,0.00000e+00,6.43169e-04
3.58333e+00,5.01986e-01,2.25667e-02,5.57256e-02,1.06708e-03
3.66667e+00,4.30195e-02,1.49500e-02,8.82264e-03,1.51658e-04
3.75000e+00,3.69349e-01,2.34167e-02,5.47035e-02,3.10381e-03
3.83333e+00,3.26639e-01,3.80833e-02,4.69797e-02,5.57043e-03
3.91667e+00,3.25790e-01,2.12333e-02,3.66486e-02,2.58044e-03
4.00000e+00,4.72702e-02,1.93667e-02,2.29330e-02,5.42832e-04
4.08333e+00,1.97418e-01,3.73167e-02,1.97450e-02,1.21065e-03
4.16667e+00,2.32403e-01,2.92000e-02,1.34155e-02,3.22490e-04
4.25000e+00,1.04252e-01,3.55167e-02,1.73855e-02,3.43026e-04
4.33333e+00,1.53919e-01,3.65167e-02,1.65011e-02,6.49359e-04
4.41667e+00,2.89756e-01,5.35833e-02,4.56717e-01,9.20335e-03
4.50000e+00,9.79518e-02,3.46167e-02,2.02082e-02,9.23941e-04
4.58333e+00,1.07753e-01,4.89500e-02,1.43128e-02,5.57736e-03
4.66667e+00,1.70346e-01,3.33167e-02,2.36869e-02,3.86868e-04
4.75000e+00,1.52115e-01,3.07500e-02,1.35487e-02,3.27109e-04
4.83333e+00,1.62725e-01,3.66000e-02,1.91467e-02,3.63318e-04
4.91667e+00,8.48950e-02,3.64000e-02,1.36798e-02,8.09938e-04
5.00000e+00,9.21505e-02,3.99167e-02,1.53084e-02,6.46271e-04
5.08333e+00,7.35632e-02,3.60833e-02,1.27808e-02,7.27782e-04
5.16667e+00,5.64876e-02,3.54833e-02,4.02550e-03,4.44597e-04
5.25000e+00,8.07656e-02,3.33333e-02,5.56988e-02,3.82971e-04
5.33333e+00,5.76537e-02,1.54333e-01,7.80709e-03,4.96655e-03
5.41667e+00,9.82889e-01,5.50667e-01,2.05365e-01,7.11805e-03
5.50000e+00,8.41801e-01,5.02833e-01,1.17716e-01,6.24233e-03
5.58333e+00,8.59968e-01,5.37167e-01,9.56984e-02,1.51449e-02
5.66667e+00,9.40758e-01,6.00000e-01,1.56534e-01,9.87927e-03
5.75000e+00,1.10863e+00,6.14833e-01,1.91186e-01,1.08704e-02
5.83333e+00,1.19449e+00,6.29667e-01,2.30949e-01,1.05956e-02
5.91667e+00,1.02339e+00,6.35167e-01,1.39443e-01,2.14794e-02
6.00000e+00,1.01074e+00,6.51167e-01,1.32020e-01,9.86745e-03
