Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
4.19949e+00,3.46640e-01,3.52667e-02,2.29721e-02,6.88961e-04
4.25758e+00,1.26992e-01,3.64500e-02,1.04478e-02,6.71565e-04
4.31566e+00,6.35296e-01,4.33167e-02,5.14029e-02,8.84119e-04
4.37374e+00,5.85346e-01,5.35500e-02,3.01107e-02,1.56192e-02
4.43182e+00,1.04664e+00,6.39500e-02,0.00000e+00,1.29987e-02
4.48990e+00,8.85513e-01,5.06667e-02,3.67599e-02,8.01665e-04
4.54798e+00,5.52016e-01,4.52000e-02,3.58410e-02,3.53214e-03
4.60606e+00,1.45145e+00,5.67500e-02,6.26102e-02,2.14266e-03
4.66414e+00,1.93010e+00,6.37500e-02,5.71080e-02,1.29112e-03
4.72222e+00,1.65019e+00,5.72167e-02,7.18292e-02,1.15484e-03
4.78030e+00,1.10819e+00,4.94000e-02,4.78032e-02,6.72309e-04
4.83838e+00,8.87365e-01,5.06667e-02,2.79704e-02,1.10755e-03
4.89646e+00,8.06692e-01,4.73000e-02,5.99701e-02,1.14368e-03
4.95455e+00,8.56997e-01,5.11667e-02,2.57149e-02,1.00731e-03
5.01263e+00,4.44668e-01,4.63667e-02,2.60907e-02,1.24526e-03
5.07071e+00,2.79685e-01,4.00833e-02,2.40175e-02,8.86378e-04
5.12879e+00,3.04134e-01,4.08833e-02,2.54517e-02,5.70672e-04
5.18687e+00,1.60654e-01,3.78667e-02,1.95848e-02,1.07269e-03
5.24495e+00,2.17081e-01,3.60333e-02,1.76693e-02,4.22690e-04
5.30303e+00,1.12617e-01,3.61333e-02,1.46691e-02,5.88784e-04
5.36111e+00,1.00405e+00,5.09333e-01,2.77934e-01,2.94392e-03
5.41919e+00,1.02135e+00,5.52833e-01,2.01430e-01,1.10710e-02
5.47727e+00,1.15687e+00,5.44833e-01,3.60579e-01,7.05455e-03
5.53535e+00,9.34671e-01,5.57000e-01,1.73896e-01,1.43666e-02
5.59343e+00,9.61700e-01,5.86333e-01,1.75420e-01,7.58068e-03
5.65152e+00,1.00222e+00,6.22167e-01,1.19350e-01,6.96898e-03
5.70960e+00,1.03264e+00,6.39500e-01,2.05609e-01,1.31719e-02
5.76768e+00,1.17358e+00,6.63667e-01,2.56357e-01,1.69548e-02
5.82576e+00,1.19407e+00,6.47833e-01,2.53619e-01,7.54763e-03
5.88384e+00,1.20549e+00,6.61167e-01,1.55683e-01,1.55617e-02
5.94192e+00,1.21334e+00,6.51667e-01,3.67819e-01,1.21271e-02
6.00000e+00,1.11700e+00,6.64833e-01,1.62174e-01,5.98052e-03
