Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
2.28283e+00,1.80237e-01,1.04667e-02,4.04844e-02,3.32666e-04
2.34091e+00,3.41869e+00,6.95500e-02,4.75074e-16,7.31437e-04
2.39899e+00,2.10923e+00,3.78333e-02,6.20865e-02,9.00370e-04
2.45707e+00,1.90455e+00,4.53500e-02,4.39034e-02,3.47779e-03
2.51515e+00,1.09352e+00,2.05500e-02,7.09994e-02,5.39444e-04
2.57323e+00,9.86874e-01,1.62667e-02,2.61427e-01,1.57311e-03
2.63131e+00,2.40036e+00,4.64667e-02,1.36928e-01,5.46321e-03
2.68939e+00,8.37485e-01,1.43500e-02,7.90199e-02,6.28490e-04
2.74747e+00,1.72266e+00,2.83333e-02,1.91147e-01,6.08824e-04
2.80556e+00,3.21451e+00,4.69500e-02,1.38663e-01,2.03936e-03
2.86364e+00,6.29684e+00,1.26333e-01,1.85352e-01,3.01109e-03
2.92172e+00,5.92247e+00,1.20500e-01,1.41865e-01,1.64317e-03
2.97980e+00,6.34761e+00,1.30833e-01,9.50147e-16,1.47196e-03
3.03788e+00,6.57378e+00,1.28833e-01,1.57466e-01,1.60208e-03
3.09596e+00,6.68680e+00,1.21333e-01,4.33958e-01,5.71548e-03
3.15404e+00,6.35384e+00,1.00933e-01,3.13549e-01,9.93311e-04
3.21212e+00,3.79667e+00,5.97333e-02,1.00513e+00,3.67949e-03
3.27020e+00,5.90690e+00,1.17667e-01,0.00000e+00,2.33809e-03
3.32828e+00,3.61224e+00,5.70500e-02,1.85909e-01,1.75585e-03
3.38636e+00,3.26896e+00,7.45500e-02,1.42290e-01,1.36638e-03
3.44444e+00,1.77871e+00,4.58167e-02,4.10024e-02,8.58875e-04
3.50253e+00,2.75493e+00,6.42833e-02,4.75074e-16,1.23841e-03
3.56061e+00,2.79383e+00,6.46000e-02,1.25317e-01,2.65405e-03
3.61869e+00,6.11200e-01,2.67667e-02,2.22471e-02,1.21106e-04
3.67677e+00,1.18283e+00,3.53500e-02,0.00000e+00,7.39594e-04
3.73485e+00,1.16776e+00,3.47167e-02,3.50397e-02,6.21021e-04
3.79293e+00,1.37851e+00,8.03500e-02,6.00030e-02,7.00992e-03
3.85101e+00,1.98684e+00,5.16167e-02,7.23545e-02,1.00879e-03
3.90909e+00,1.80941e+00,4.97000e-02,6.58935e-02,1.12250e-03
3.96717e+00,1.01615e+00,3.61000e-02,3.20851e-02,6.22896e-04
4.02525e+00,8.69419e-01,3.54167e-02,2.60877e-02,7.75672e-04
4.08333e+00,1.01124e+00,6.36667e-02,3.03428e-02,5.88954e-03
4.14141e+00,7.89774e-01,3.95000e-02,1.89180e-02,4.19524e-04
4.19949e+00,5.40104e-01,3.91167e-02,1.70246e-02,4.44597e-04
4.25758e+00,5.90443e-01,4.36833e-02,2.54696e-02,7.67898e-04
4.31566e+00,6.41735e-01,4.27333e-02,2.70315e-02,3.20416e-04
4.37374e+00,2.84453e-01,5.33333e-02,1.98527e-02,1.71933e-02
4.43182e+00,4.96340e-01,5.06667e-02,3.07552e-02,9.63943e-03
4.48990e+00,3.13498e-01,3.95833e-02,2.79227e-02,2.22860e-04
4.54798e+00,3.75049e-01,3.99833e-02,2.25932e-02,6.04704e-04
4.60606e+00,3.64246e-01,3.98667e-02,2.70784e-02,1.61204e-03
4.66414e+00,5.30600e-01,4.02500e-02,3.50229e-02,6.65582e-04
4.72222e+00,3.41742e-01,3.56333e-02,2.38509e-02,6.68331e-04
4.78030e+00,1.83365e-01,3.50333e-02,1.21517e-02,4.41210e-04
4.83838e+00,2.37741e-01,4.01667e-02,2.25087e-02,7.11805e-04
4.89646e+00,1.51922e-01,7.04333e-02,4.81707e-02,2.56182e-02
4.95455e+00,2.40923e-01,4.18667e-02,5.77100e-03,9.93311e-04
5.01263e+00,5.92597e-01,4.92000e-02,5.28936e-02,7.64199e-04
5.07071e+00,8.88391e-01,5.14500e-02,2.66569e-02,4.03733e-04
5.12879e+00,1.23142e+00,5.72667e-02,1.04067e-01,1.21765e-03
5.18687e+00,1.73473e+00,6.70167e-02,5.19456e-02,8.65833e-04
5.24495e+00,2.41635e+00,7.95167e-02,1.05178e-01,8.28050e-04
5.30303e+00,2.17604e+00,7.36333e-02,6.52933e-02,7.71146e-04
5.36111e+00,2.11811e+00,5.32167e-01,3.23248e-01,4.16733e-03
5.41919e+00,1.74982e+00,5.49167e-01,4.25600e-01,5.63619e-03
5.47727e+00,1.61452e+00,5.64500e-01,2.38097e-01,1.02518e-02
5.53535e+00,1.46231e+00,5.88667e-01,2.94986e-01,7.00476e-03
5.59343e+00,1.88557e+00,5.91167e-01,3.02313e-01,1.33329e-02
5.65152e+00,1.17391e+00,5.98167e-01,1.04780e-01,1.25286e-02
5.70960e+00,9.89542e-01,5.87833e-01,1.33417e-01,7.75672e-03
5.76768e+00,9.65970e-01,6.03667e-01,5.51033e-02,1.33367e-02
5.82576e+00,2.13109e+00,6.39000e-01,2.27482e-01,1.25060e-02
5.88384e+00,2.44959e+00,6.93333e-01,1.25233e+00,7.84007e-03
5.94192e+00,1.78911e+00,6.89000e-01,1.64731e-01,1.47513e-02
6.00000e+00,1.80550e+00,7.03000e-01,2.96658e-01,6.54217e-03
