Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
3.21212e+00,9.99169e-01,1.39500e-02,3.23372e-01,1.26925e-03
3.27020e+00,2.21328e+00,3.85500e-02,8.06015e-02,2.24210e-03
3.32828e+00,3.64848e+00,4.49333e-02,3.94698e-01,4.34864e-03
3.38636e+00,5.68005e+00,1.08833e-01,1.79039e-01,3.43026e-03
3.44444e+00,6.35111e+00,1.16833e-01,2.31289e-01,5.11534e-03
3.50253e+00,4.26946e+00,8.69167e-02,1.25675e-01,2.14608e-03
3.56061e+00,6.87329e+00,1.30000e-01,2.16651e-01,2.19089e-03
3.61869e+00,7.25141e+00,1.35833e-01,0.00000e+00,3.43026e-03
3.67677e+00,5.63155e+00,1.11167e-01,1.34896e-01,1.16905e-03
3.73485e+00,4.50018e+00,8.94667e-02,1.03738e-01,3.96367e-03
3.79293e+00,5.86455e+00,1.36833e-01,0.00000e+00,9.15241e-03
3.85101e+00,3.33367e+00,6.99167e-02,0.00000e+00,3.32591e-03
3.90909e+00,5.55875e+00,1.08617e-01,1.75216e-01,1.18238e-02
3.96717e+00,5.33002e+00,1.10833e-01,1.59932e-01,3.54495e-03
4.02525e+00,6.37048e+00,1.30333e-01,0.00000e+00,4.71876e-03
4.08333e+00,4.76751e+00,1.38667e-01,1.43053e-01,3.72380e-03
4.14141e+00,3.48075e+00,8.16000e-02,4.75074e-16,1.96672e-03
4.19949e+00,4.75039e+00,1.10500e-01,1.42540e-01,8.36660e-04
4.25758e+00,5.09255e+00,1.14500e-01,1.49903e-01,4.23084e-03
4.31566e+00,4.75607e+00,1.05167e-01,1.39999e-01,1.83485e-03
4.37374e+00,2.85797e+00,8.15667e-02,1.13414e+00,2.09983e-02
4.43182e+00,3.89699e+00,9.82333e-02,8.98338e-02,3.77448e-03
4.48990e+00,3.39559e+00,8.49500e-02,1.07032e-01,2.45662e-03
4.54798e+00,3.84131e+00,9.58000e-02,8.85499e-02,2.27772e-03
4.60606e+00,5.31723e+00,1.15333e-01,1.56517e-01,3.20416e-03
4.66414e+00,5.44633e+00,1.25333e-01,1.63421e-01,3.77712e-03
4.72222e+00,7.11915e+00,1.49500e-01,3.07093e-01,6.94982e-03
4.78030e+00,6.13203e+00,1.39000e-01,1.41356e-01,5.54977e-03
4.83838e+00,5.15211e+00,1.24333e-01,9.50147e-16,1.75119e-03
4.89646e+00,3.89755e+00,1.01183e-01,1.16948e-01,2.65813e-03
4.95455e+00,5.22521e+00,1.23000e-01,2.36263e-01,6.29285e-03
5.01263e+00,5.30788e+00,1.31067e-01,1.71951e+00,2.94732e-02
5.07071e+00,6.50950e+00,1.37667e-01,0.00000e+00,7.84007e-03
5.12879e+00,4.78496e+00,1.03883e-01,2.93185e-01,1.22743e-02
5.18687e+00,4.92370e+00,1.09000e-01,1.13501e-01,6.72309e-03
5.24495e+00,5.72687e+00,1.20833e-01,1.32016e-01,8.13429e-03
5.30303e+00,4.64357e+00,1.03017e-01,1.46369e-01,6.64302e-03
5.36111e+00,3.69226e+00,5.08167e-01,8.51136e-02,5.81091e-03
5.41919e+00,3.14011e+00,4.90167e-01,3.02918e-01,1.24325e-02
5.47727e+00,2.91003e+00,5.20000e-01,2.61502e-01,4.24264e-03
5.53535e+00,3.55899e+00,5.16000e-01,2.31076e-01,6.89928e-03
5.59343e+00,2.18564e+00,5.21167e-01,2.57169e-01,4.30891e-03
5.65152e+00,9.77186e-01,5.01667e-01,1.88683e-01,9.77070e-03
5.70960e+00,1.34748e+00,5.23500e-01,1.21087e-01,4.03733e-03
5.76768e+00,1.47071e+00,5.70833e-01,2.58811e-01,1.11967e-02
5.82576e+00,1.87637e+00,5.61500e-01,2.13063e-01,9.58645e-03
5.88384e+00,1.00580e+00,5.94000e-01,1.44401e-01,8.43801e-03
5.94192e+00,9.54943e-01,5.68333e-01,7.97556e-02,8.43010e-03
6.00000e+00,1.08228e+00,6.10667e-01,8.95296e-02,1.05198e-02
