Frequency (GHz),Peak (mV),Noise (mV),SigPeak (mV),SigNoise (mV)
3.25000e+00,7.92006e-01,2.09333e-02,8.05009e-02,1.77726e-03
3.33333e+00,7.40015e-01,1.75167e-02,4.09577e-01,1.56386e-03
3.41667e+00,9.36698e-01,2.94333e-02,3.41118e-02,7.96660e-04
3.50000e+00,8.95661e-01,2.96500e-02,1.11940e-01,2.11353e-03
3.58333e+00,6.19972e-01,2.50333e-02,6.70779e-02,1.28634e-03
3.66667e+00,2.89391e-01,1.97167e-02,2.68571e-02,4.62241e-04
3.75000e+00,1.81290e-01,1.73667e-02,5.40048e-02,1.11833e-03
3.83333e+00,3.91257e-01,4.11167e-02,1.59997e-01,9.38263e-03
3.91667e+00,2.36555e-01,1.89500e-02,5.58413e-02,1.46663e-03
4.00000e+00,2.91756e-01,2.07500e-02,3.68872e-02,8.24015e-04
4.08333e+00,9.27516e-02,3.59833e-02,4.00187e-02,1.91146e-03
4.16667e+00,1.08150e-01,2.72833e-02,6.40567e-02,1.02648e-03
4.25000e+00,1.60456e-01,3.63167e-02,3.54591e-02,6.85322e-04
4.33333e+00,1.27218e-01,3.59833e-02,1.50153e-02,2.63944e-04
4.41667e+00,3.42434e-01,6.89333e-02,6.47321e-02,1.58733e-02
4.50000e+00,1.82860e-01,3.64500e-02,2.42649e-02,8.50294e-04
4.58333e+00,1.32459e-01,4.54167e-02,3.24078e-02,6.29807e-03
4.66667e+00,1.61192e-01,3.34500e-02,5.46127e-02,1.27240e-03
4.75000e+00,1.96268e-01,3.18000e-02,2.85736e-02,8.02496e-04
4.83333e+00,1.56778e-01,3.67167e-02,2.08773e-02,6.96898e-04
4.91667e+00,2.17536e-01,3.89333e-02,4.39518e-02,7.36659e-04
5.00000e+00,1.29189e-01,4.97333e-02,3.05706e-02,7.92608e-03
5.08333e+00,6.97222e-02,4.14167e-02,1.75304e-02,6.37414e-03
5.16667e+00,1.26734e-01,4.88333e-02,4.58545e-02,9.90952e-03
5.25000e+00,1.47923e-01,4.55667e-02,6.28285e-02,8.49109e-03
5.33333e+00,1.81084e-01,1.71500e-01,1.81392e-01,1.39964e-02
5.41667e+00,9.67845e-01,5.32333e-01,2.35549e-01,8.66410e-03
5.50000e+00,9.28923e-01,5.16833e-01,1.48864e-01,1.21888e-02
5.58333e+00,1.31253e+00,5.87500e-01,4.81632e-01,2.05791e-02
5.66667e+00,1.20980e+00,6.58667e-01,4.01582e-01,4.75044e-02
5.75000e+00,9.59783e-01,5.97833e-01,8.54862e-02,4.99667e-03
5.83333e+00,1.12403e+00,6.24833e-01,3.38407e-01,7.73089e-03
5.91667e+00,1.07188e+00,6.26167e-01,1.34247e-01,6.85322e-03
6.00000e+00,1.17240e+00,6.66333e-01,2.17264e-01,1.04243e-02
